id,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
3400,0.0,0.8,5,2,4,1,3,1,0
3401,0.0,0.0,5,4,5,1,4,1,0
3402,15.3956,0.0,5,1,1,3,2,1,0
3404,11.13171429,0.0,5,3,2,1,3,2,0
3405,2.099045455,0.0,5,2,2,7,2,1,0
3406,0.0,0.0,5,2,2,4,13,1,0
3408,0.0,1.0,5,2,2,2,5,1,1
3409,0.0,0.6,5,3,2,3,13,1,0
3410,0.0,0.0,5,2,2,2,4,1,0
3411,0.0,0.0,5,2,2,1,4,1,0
3412,0.201663717,1.0,5,2,2,3,4,1,1
3413,4.18760274,0.8,5,3,2,3,3,1,0
3414,0.0,0.2,5,1,1,1,3,1,0
3415,0.0,0.8,5,1,1,1,1,1,0
3416,0.0,0.6,5,1,1,1,3,1,0
3417,0.0,0.8,5,2,2,2,1,1,0
3419,0.0,0.0,5,4,2,2,2,1,0
3421,1.809360775,0.0,5,2,2,1,2,1,0
3422,6.211094697,0.0,5,2,2,1,2,1,0
3423,0.0,0.0,5,2,2,1,2,2,0
3425,14.9925,0.0,5,1,1,3,3,1,0
3427,0.0,0.0,5,4,1,1,2,1,1
3428,0.0,0.8,5,4,1,9,1,1,0
3429,1.089771303,0.0,5,2,2,4,3,1,0
3430,11.28411429,0.0,5,2,2,3,1,1,0
3431,0.0,0.0,5,3,2,3,13,1,0
3432,0.0,0.0,5,2,2,4,11,1,0
3434,0.0,0.0,5,2,2,1,13,1,0
3437,0.0,0.0,5,2,2,6,3,1,0
3438,0.0,0.6,5,3,2,3,13,1,0
3439,0.0,0.2,5,3,2,1,1,1,0
3440,0.0,0.0,5,2,2,6,6,1,0
3441,0.0,0.0,5,1,1,1,4,1,1
3442,23.5144,0.0,5,2,4,7,2,1,0
3444,0.0,0.0,5,2,2,9,2,1,0
3445,0.0,0.2,5,2,2,6,3,1,0
3446,0.0,0.4,5,7,1,6,3,1,0
3447,0.0,0.0,5,4,2,1,13,1,0
3448,0.0,0.0,5,1,1,1,2,1,0
3449,16.197,0.0,5,2,2,6,6,1,1
3450,0.0,0.0,5,1,1,7,1,1,0
3451,0.0,0.6,5,2,2,1,4,1,0
3452,0.0,0.0,5,3,2,3,2,1,0
3454,0.0,0.0,5,1,1,1,4,1,1
3455,0.0,1.0,5,2,2,3,13,1,1
3457,0.0,0.0,5,1,1,3,2,2,0
3458,0.0,0.0,5,6,2,2,2,1,0
3459,0.0,0.0,5,3,2,3,1,1,1
3460,0.0,0.0,5,3,2,8,4,1,0
3461,0.0,0.8,5,3,2,7,13,1,0
3463,0.0,0.4,5,2,2,1,7,1,0
3464,12.455,0.0,5,2,2,3,2,1,0
3467,0.0,0.0,5,2,4,3,4,1,0
3468,30.4615873,0.0,5,2,2,9,2,1,0
3469,0.0,1.0,5,1,1,7,4,1,1
3470,0.0,0.6,5,2,2,4,6,1,0
3471,0.0,0.0,5,2,2,1,2,2,1
3472,0.0,0.0,5,2,2,6,4,1,0
3476,0.0,0.0,5,2,5,9,4,2,0
3477,0.0,0.0,5,2,4,4,2,1,0
3479,0.0,0.6,5,2,2,1,4,1,0
3480,0.0,0.0,5,4,2,3,13,1,0
3481,0.0,0.4,5,2,4,1,5,2,0
3482,7.435866667,0.0,5,1,2,1,4,1,1
3483,0.0,0.0,5,3,2,8,4,1,1
3484,0.0,0.4,5,2,4,1,3,1,0
3486,0.0,0.0,5,1,8,4,4,1,1
3487,0.0,0.0,5,2,2,7,5,1,0
3488,49.3886,0.6,5,2,4,2,3,2,0
3489,0.0,0.2,5,2,2,1,4,1,0
3491,24.72661836,0.6,5,3,2,1,1,1,0
3493,0.0,0.0,5,3,3,8,11,2,0
3494,0.0,0.0,5,2,2,1,2,1,0
3496,0.0,0.6,5,2,2,1,3,1,0
3497,0.0,0.0,5,3,2,1,13,1,0
3498,0.0,0.0,5,3,2,3,13,1,0
3499,0.0,0.0,5,1,2,2,11,1,1
3500,0.0,0.0,5,1,1,1,4,1,1
3501,0.0,0.8,5,2,2,1,4,1,0
3502,0.0,0.4,5,3,2,1,13,1,0
3503,11.37678683,0.0,5,2,2,4,6,1,1
3504,0.0,0.0,5,3,2,3,1,1,1
3505,19.23625,0.8,5,3,2,2,2,1,0
3506,0.0,0.0,5,2,2,4,4,1,1
3508,0.0,0.0,5,2,10,2,2,1,0
3509,0.0,0.6,5,3,2,6,2,1,0
3510,3.200304878,0.0,5,4,1,7,2,1,1
3511,0.0,0.6,5,3,2,1,4,1,0
3512,30.01288235,0.0,5,2,2,4,2,1,0
3513,0.0,0.6,5,1,1,7,1,1,0
3514,53.988,0.0,5,2,5,3,2,2,0
3515,0.0,0.0,5,2,2,7,2,2,0
3516,3.356892857,0.0,5,3,2,9,4,1,1
3517,0.0,0.6,5,3,2,3,4,1,0
3518,0.0,0.0,5,2,2,3,5,2,1
3520,0.0,0.0,5,1,1,2,3,1,0
3522,0.0,0.0,5,2,2,1,3,1,0
3523,22.2993913,0.0,5,2,2,6,2,1,0
3524,27.43209507,0.0,5,4,1,3,1,1,1
3525,35.091,0.0,5,2,4,1,2,1,0
3528,24.34016667,0.0,5,2,2,1,6,1,0
3531,0.0,0.0,5,2,2,7,6,1,1
3532,0.0,0.0,5,3,2,8,2,1,0
3533,0.0,0.0,5,4,1,1,1,1,0
3536,10.12275,0.0,5,1,1,2,5,1,1
3537,30.52636364,0.0,5,2,2,6,3,1,0
3538,0.0,1.0,5,2,2,1,6,1,1
3539,0.0,0.0,5,2,2,1,3,1,0
3540,31.903875,0.6,5,4,1,1,3,1,0
3541,0.0,0.0,5,3,2,3,13,1,1
3542,52.08342857,0.0,5,2,4,1,4,1,0
3543,0.0,0.0,5,1,1,4,3,1,0
3544,23.87629104,0.0,5,2,2,9,13,1,0
3545,0.0,0.6,5,3,2,1,13,1,0
3546,53.988,0.0,5,1,1,1,4,2,0
3547,0.0,0.0,5,2,2,1,1,1,0
3549,0.0,0.6,5,1,1,2,4,1,0
3551,7.204613682,0.0,5,2,10,6,4,1,0
3552,0.0,0.0,5,2,6,1,3,1,0
3553,0.0,0.0,5,3,2,1,4,1,1
3554,0.0,0.4,5,2,2,1,1,1,0
3555,0.0,0.0,5,2,2,1,2,1,1
3557,0.0,0.0,5,2,2,5,6,1,0
3559,0.0,0.0,5,2,2,3,6,1,0
3560,0.0,0.0,5,2,2,8,3,1,0
3562,0.0,0.0,5,2,2,5,2,2,0
3563,0.0,0.0,5,2,2,3,2,1,0
3564,0.0,0.0,5,1,1,2,3,1,0
3566,0.0,0.0,5,1,1,7,2,1,1
3567,0.0,0.0,5,3,2,1,1,1,0
3568,0.0,0.6,5,1,1,4,3,1,0
3569,0.0,0.6,5,3,2,1,6,1,0
3571,0.0,0.0,5,3,2,3,1,1,0
3572,0.0,0.2,5,1,1,1,1,1,0
3574,0.0,0.6,5,2,2,6,3,2,0
3575,0.0,0.8,5,2,2,1,6,1,0
3576,0.0,1.0,5,2,2,1,1,1,1
3577,0.0,0.0,5,2,2,1,4,1,0
3578,0.0,0.6,5,3,2,1,1,1,0
3579,0.0,0.0,5,2,7,2,11,1,0
3580,0.0,0.2,5,2,2,7,11,1,0
3581,56.35884615,0.0,5,4,2,1,19,1,1
3582,54.21806897,0.0,5,2,2,1,2,1,0
3583,0.0,0.8,5,2,4,7,3,1,0
3584,0.0,0.0,5,2,2,1,1,1,0
3585,0.0,0.0,5,2,2,1,4,2,1
3586,0.0,0.8,5,2,10,1,1,1,0
3588,9.641076923,0.4,5,2,2,8,2,2,0
3589,0.0,0.0,5,3,2,3,15,1,0
3590,0.0,0.6,5,3,2,1,13,1,0
3592,0.0,0.6,5,2,2,1,2,1,0
3593,0.0,0.0,5,1,1,1,4,1,0
3596,0.0,0.0,5,2,2,1,2,1,1
3597,0.0,0.0,5,1,1,9,4,1,1
3598,0.0,0.0,5,1,1,1,3,1,1
3599,0.0,0.0,5,2,2,6,1,1,0
3600,7.793528571,0.0,5,2,2,3,2,1,0
3601,0.0,0.0,5,2,4,4,2,1,0
3603,0.0,1.0,5,3,2,6,3,1,1
3604,0.0,0.0,5,1,2,1,3,1,1
3606,0.0,0.6,5,2,2,1,3,1,0
3607,0.0,0.0,5,2,2,3,3,1,0
3608,0.0,1.0,5,3,2,3,3,1,1
3609,0.0,0.0,5,3,2,1,13,1,0
3610,0.0,0.2,5,2,2,1,3,1,0
3612,0.0,0.8,5,2,4,3,1,1,0
3613,36.51581481,0.0,5,1,1,1,2,1,0
3614,0.0,0.6,5,3,3,3,4,1,0
3615,0.0,0.0,5,2,5,4,4,1,0
3616,0.0,0.8,5,3,2,6,3,1,0
3617,0.0,0.0,5,2,2,3,13,1,0
3619,4.247372093,0.0,5,2,5,1,3,1,0
3620,0.0,0.2,5,2,2,6,4,1,0
3621,0.0,0.0,5,4,1,3,3,1,0
3622,0.0,0.0,5,1,1,3,2,1,1
3623,0.0,0.0,5,2,2,9,4,1,1
3625,0.0,1.0,5,2,2,4,3,1,1
3626,0.0,0.0,5,2,2,8,2,2,0
3628,80.58733784,0.0,5,2,4,1,1,1,0
3629,0.0,0.0,5,2,5,3,6,1,1
3630,2.227278689,0.8,5,3,2,1,4,1,0
3631,0.0,0.0,5,2,2,6,1,1,1
3632,0.0,0.0,5,2,2,4,13,1,0
3634,44.99,0.0,5,3,2,2,5,1,0
3636,2.341419718,0.0,5,3,2,3,2,1,1
3637,0.0,0.8,5,2,2,4,1,1,0
3638,0.0,0.8,5,2,2,1,3,1,0
3639,0.0,0.0,5,2,2,3,13,1,0
3640,0.0,0.0,5,2,4,1,1,1,0
3641,0.0,0.4,5,1,1,4,3,1,0
3642,0.0,1.0,5,2,2,7,4,1,1
3643,0.0,0.8,5,2,2,2,6,1,0
3644,0.0,0.0,5,2,7,1,2,2,0
3645,0.0,0.8,5,3,2,1,13,1,0
3646,15.40042308,0.0,5,1,1,7,4,1,0
3647,0.0,0.0,5,2,2,7,2,2,0
3648,0.0,0.0,5,4,1,1,4,1,0
3649,0.0,0.2,5,2,2,1,13,1,0
3650,0.0,0.0,5,2,2,4,1,1,0
3651,0.0,0.0,5,2,5,1,3,1,0
3652,0.0,0.0,5,2,6,3,3,1,0
3653,0.0,0.6,5,2,2,1,13,1,0
3656,0.0,0.0,5,2,2,1,3,1,0
3657,0.0,0.0,5,2,2,1,1,1,0
3658,0.0,0.0,5,2,2,1,4,1,1
3660,0.0,0.6,5,3,2,1,6,1,0
3662,0.0,0.0,5,1,1,3,3,1,0
3663,0.0,0.0,5,1,1,1,3,1,0
3664,43.99,0.0,5,2,2,3,2,1,0
3665,0.0,0.0,5,3,2,1,18,1,1
3666,0.0,0.0,5,4,2,3,3,1,0
3667,0.0,0.0,5,2,2,2,4,2,1
3669,0.0,1.0,5,2,2,7,2,1,1
3672,0.0,1.0,5,1,1,4,3,1,1
3673,0.0,0.8,5,2,2,1,2,1,0
3674,0.0,0.0,5,2,2,3,3,2,0
3675,0.0,0.8,5,2,2,1,1,1,0
3677,0.0,0.0,5,2,2,6,13,1,0
3679,0.0,0.6,5,2,2,1,4,1,0
3680,13.09154641,0.0,5,2,2,2,1,1,0
3681,0.0,0.0,5,1,4,2,2,1,0
3682,0.0,0.0,5,3,2,1,2,1,1
3684,12.73144186,0.0,5,4,1,8,4,1,0
3685,0.0,0.6,5,1,1,3,3,1,0
3686,5.078114943,0.0,5,1,2,3,4,2,0
3688,10.98707143,0.0,5,1,1,3,4,1,0
3690,0.0,0.0,5,2,4,4,2,1,0
3691,0.0,0.0,5,3,2,2,4,1,0
3692,0.0,0.4,5,3,2,4,3,1,0
3694,0.0,0.0,5,2,5,3,2,1,1
3695,0.0,0.0,5,2,10,2,5,2,0
3696,0.0,0.0,5,2,4,3,3,1,0
3697,0.0,0.0,5,2,2,6,3,1,0
3699,0.0,0.0,5,1,2,2,2,1,0
3700,0.0,0.6,5,2,4,3,3,1,0
3701,0.0,0.0,5,3,2,6,4,1,0
3702,14.98333333,0.4,5,4,1,2,2,2,0
3704,0.0,0.0,5,1,1,1,6,1,0
3705,0.0,0.6,5,1,1,6,3,1,0
3706,0.0,0.0,5,3,2,2,13,1,0
3707,0.0,0.0,5,2,4,2,2,1,0
3708,0.0,0.0,5,1,1,1,4,1,0
3709,0.0,0.4,5,2,4,2,4,1,0
3711,0.0,0.0,5,2,4,2,2,2,0
3712,0.0,0.2,5,3,2,2,2,1,0
3714,50.9925,0.0,5,2,2,1,1,1,0
3716,0.0,0.2,5,1,1,3,4,1,0
3718,0.0,0.0,5,3,2,1,1,1,0
3719,11.15734286,0.0,5,2,2,3,11,1,1
3721,0.0,0.0,5,1,1,4,3,1,0
3722,0.0,0.0,5,2,2,6,2,1,0
3724,0.0,0.8,5,2,5,2,6,1,0
3725,0.0,0.0,5,1,1,5,4,1,0
3726,0.0,0.8,5,1,1,1,3,1,0
3727,0.0,1.0,5,3,2,3,3,1,1
3728,0.0,0.6,5,2,2,6,6,1,0
3729,0.0,0.0,5,3,2,7,6,1,0
3730,0.0,0.8,5,2,4,5,6,1,0
3731,0.0,0.0,5,2,2,2,4,1,0
3733,0.0,0.0,5,2,2,1,1,1,0
3734,0.0,0.0,5,2,6,1,1,1,0
3735,0.0,0.0,5,2,4,2,6,1,0
3736,0.0,0.0,5,2,2,7,1,1,0
3737,0.0,0.0,5,3,2,1,3,1,0
3738,0.0,0.0,5,1,1,1,3,1,1
3740,0.0,0.0,5,2,2,3,1,1,0
3741,92.83857143,0.0,5,3,2,1,5,1,1
3742,0.0,0.8,5,1,1,1,1,1,0
3745,0.0,0.0,5,2,2,6,2,1,0
3746,0.0,0.6,5,1,8,4,20,1,0
3748,0.0,0.0,5,3,2,2,18,1,0
3749,8.08875,0.0,5,2,2,3,6,1,0
3750,0.0,0.0,5,2,2,5,2,2,0
3751,0.0,0.8,5,2,5,1,6,1,0
3752,16.42363253,0.0,5,1,1,1,13,1,0
3753,0.0,0.0,5,2,2,7,4,1,1
3754,0.0,0.0,5,2,6,1,2,1,0
3756,0.0,0.0,5,2,4,1,4,1,0
3759,0.0,0.0,5,2,2,1,6,1,1
3761,0.0,0.0,5,3,3,9,1,1,0
3762,0.0,0.4,5,1,1,1,3,1,0
3764,37.60935484,0.0,5,2,2,1,2,1,1
3765,10.80188719,0.0,5,4,1,2,2,1,0
3767,12.6534375,0.0,5,3,2,3,1,1,0
3769,0.0,0.8,5,2,2,7,1,1,0
3772,16.70657143,0.0,5,2,2,3,3,1,0
3775,0.0,0.4,5,1,2,2,4,1,0
3776,0.0,0.8,5,1,2,3,4,1,0
3777,0.0,0.0,5,3,3,3,1,1,0
3779,7.091478261,0.0,5,3,2,3,4,1,1
3780,0.0,0.2,5,2,2,1,2,1,0
3781,0.0,0.0,5,2,6,2,5,1,1
3782,0.0,0.0,5,3,3,1,15,1,1
3783,0.0,0.0,5,3,2,1,13,1,0
3784,0.0,0.0,5,2,4,2,4,1,1
3785,0.0,0.6,5,3,2,1,13,1,0
3786,0.0,0.0,5,3,2,6,2,2,1
3788,14.75911588,0.0,5,2,2,5,2,1,0
3790,0.0,0.0,5,2,2,1,13,1,0
3791,0.0,0.0,5,2,2,1,3,1,1
3792,0.0,0.8,5,3,2,1,3,1,0
3793,0.0,0.0,5,1,1,6,4,1,1
3794,0.0,0.4,5,3,2,2,13,1,0
3795,0.0,0.2,5,1,1,3,3,1,0
3796,0.0,0.0,5,1,1,1,3,1,1
3797,72.788,0.4,5,1,1,1,3,2,0
3798,0.0,0.0,5,2,2,3,2,2,0
3799,14.55428571,0.0,5,2,2,3,2,1,0
3800,0.0,0.0,5,3,2,1,4,2,0
3801,11.19263415,0.0,5,1,1,1,4,1,0
3802,0.0,0.0,5,3,2,7,2,1,0
3803,0.0,0.0,5,3,2,4,3,1,0
3805,0.0,0.0,5,2,2,4,4,1,0
3807,2.39491796,0.0,5,2,2,6,1,1,0
3808,0.0,0.0,5,2,2,4,2,1,0
3809,0.0,0.8,5,2,2,3,2,1,0
3810,0.0,0.0,5,1,1,1,2,1,1
3812,27.7134,0.0,5,3,2,1,7,1,0
3814,0.0,0.0,5,2,2,2,1,1,0
3815,64.33043478,0.0,5,2,2,9,3,2,0
3816,0.0,0.8,5,3,2,7,13,1,0
3817,102.3538378,0.0,5,2,5,7,4,1,1
3820,0.0,0.0,5,1,1,1,1,1,1
3821,0.0,0.0,5,3,2,4,4,1,1
3822,0.0,0.0,5,1,1,3,2,1,0
3823,0.0,0.0,5,2,2,1,4,2,0
3825,100.0963636,0.0,5,2,2,1,2,1,0
3826,0.0,0.6,5,1,8,3,2,1,0
3827,0.0,0.0,5,2,2,1,4,1,0
3829,0.0,0.0,5,2,4,3,3,1,0
3830,0.0,0.8,5,4,1,1,4,1,0
3831,0.0,0.0,5,2,2,1,1,1,0
3833,0.0,0.0,5,2,4,4,3,1,0
3835,0.0,0.0,5,2,2,9,3,1,0
3836,0.0,0.0,5,2,4,3,3,1,0
3837,0.0,0.8,5,2,2,4,2,1,0
3842,0.0,1.0,5,3,2,3,1,1,1
3845,0.0,0.4,5,4,1,4,3,1,0
3846,13.40247586,0.0,5,2,2,1,4,1,0
3848,0.0,0.6,5,3,2,1,3,1,0
3849,8.903557895,0.0,5,2,2,3,1,1,0
3851,0.0,0.6,5,2,2,3,1,1,0
3852,0.0,0.0,5,4,2,3,6,1,0
3854,0.0,0.0,5,2,2,6,13,1,0
3856,0.0,0.0,5,1,1,8,3,1,0
3858,0.0,0.8,5,2,2,1,3,1,0
3859,0.0,0.0,5,2,7,1,2,1,0
3860,0.0,0.0,5,2,4,3,1,1,0
3861,0.0,0.0,5,1,1,1,3,1,0
3862,0.0,0.8,5,2,2,4,3,1,0
3865,0.0,0.0,5,2,5,2,4,1,1
3867,0.0,0.0,5,4,1,4,6,1,1
3869,19.78533333,0.0,5,3,2,4,1,1,1
3870,0.0,0.8,5,4,1,1,4,1,0
3872,7.108148148,0.0,5,2,2,3,13,1,0
3874,0.0,1.0,5,2,2,3,6,1,1
3875,0.0,0.6,5,2,2,6,3,1,0
3876,9.877647059,0.0,5,2,4,3,3,1,0
3878,0.0,0.0,5,2,2,2,1,1,0
3879,0.0,0.8,5,2,2,3,4,1,0
3880,6.147633803,0.0,5,3,2,3,4,1,1
3881,0.0,0.4,5,2,4,7,2,1,0
3882,4.430347826,0.2,5,2,6,2,13,1,0
3883,0.0,0.0,5,1,1,1,2,1,1
3884,12.44030746,0.0,5,2,4,4,2,1,1
3885,0.0,0.6,5,1,1,1,15,1,0
3886,0.0,0.0,5,1,1,1,3,1,0
3889,2.323162162,0.2,5,3,2,1,13,1,0
3890,0.0,0.4,5,2,2,3,3,1,0
3892,0.0,0.8,5,2,6,1,1,1,0
3893,0.0,0.0,5,4,1,3,3,1,1
3894,0.0,0.0,5,2,2,1,13,1,0
3895,45.6125,0.0,5,3,2,7,2,2,0
3896,3.926014129,0.0,5,3,2,6,4,1,1
3898,8.126193548,0.0,5,2,2,1,2,1,0
3899,115.98,0.0,5,2,2,6,2,2,1
3900,0.0,0.0,5,1,1,7,2,1,1
3901,0.0,0.0,5,3,2,1,3,1,0
3902,0.0,0.0,5,1,1,5,4,1,0
3903,0.0,0.0,5,1,1,3,3,1,0
3904,0.0,0.8,5,2,6,1,6,1,0
3905,0.0,0.0,5,1,1,4,2,1,1
3906,0.0,0.0,5,2,6,2,11,2,0
3908,0.0,0.0,5,2,2,3,4,1,0
3911,0.0,0.0,5,4,1,7,1,1,0
3912,2.992267778,1.0,5,2,2,6,1,1,1
3913,0.0,0.0,5,1,1,4,4,1,1
3914,0.0,0.4,5,2,2,4,3,2,0
3915,0.0,0.4,5,2,2,3,6,1,0
3916,0.0,0.0,5,1,1,1,15,1,1
3918,0.0,1.0,5,1,1,7,3,1,1
3919,0.0,0.0,5,2,10,6,4,1,1
3920,42.95612903,0.0,5,2,2,1,1,1,0
3921,0.0,0.0,5,2,2,4,3,1,0
3922,0.0,0.0,5,2,2,5,6,1,0
3923,4.272807692,0.0,5,2,2,1,2,1,1
3924,2.790473684,0.0,5,2,2,5,4,1,0
3925,0.0,0.0,5,1,2,1,6,1,1
3926,0.0,1.0,5,2,2,3,1,1,1
3927,0.0,0.8,5,1,1,4,1,1,0
3929,12.76243133,1.0,5,2,2,2,2,1,1
3930,0.0,0.4,5,2,2,8,3,1,0
3932,0.0,0.0,5,1,1,4,1,1,1
3933,0.0,0.0,5,3,2,1,4,1,1
3934,31.75846154,0.0,5,2,2,9,6,1,0
3935,0.0,0.8,5,2,2,1,6,1,0
3936,0.0,0.0,5,2,2,4,4,1,0
3938,0.0,0.0,5,1,2,3,2,1,0
3940,0.0,1.0,5,3,2,1,4,1,1
3941,0.0,0.8,5,2,2,4,3,1,0
3942,0.0,0.0,5,2,4,3,1,1,0
3943,0.0,0.0,5,2,5,1,6,1,0
3944,42.89057143,0.0,5,2,2,1,3,1,0
3945,0.0,0.0,5,2,2,1,4,1,0
3946,0.0,0.0,5,2,4,1,2,1,0
3947,107.2170213,0.0,5,2,2,2,4,1,0
3948,0.0,0.0,5,2,2,3,2,1,0
3949,0.0,0.0,5,2,2,1,19,1,0
3951,40.43377778,0.0,5,2,2,1,4,2,0
3955,37.6992,0.0,5,1,1,1,5,2,0
3956,0.0,0.0,5,2,2,6,3,1,0
3961,0.0,0.0,5,2,2,1,6,1,1
3962,0.0,0.0,5,2,4,6,1,1,0
3967,17.24870115,0.0,5,2,2,2,13,1,0
3968,0.0,0.4,5,1,1,4,15,1,0
3969,48.868,0.0,5,1,1,8,2,1,1
3971,0.0,0.6,5,1,1,1,1,1,0
3972,0.0,0.2,5,2,2,2,3,1,0
3973,0.0,0.6,5,2,2,1,4,1,0
3975,0.0,0.2,5,2,2,1,4,1,0
3976,0.0,0.0,5,2,2,4,4,1,0
3979,0.0,0.0,5,2,2,7,1,1,0
3981,0.0,0.0,5,2,2,5,4,1,0
3982,0.0,0.6,5,2,2,4,3,1,0
3984,0.0,0.0,5,2,2,4,3,1,0
3985,0.0,0.0,5,1,1,4,4,1,1
3987,0.0,0.8,5,3,2,1,13,1,0
3988,0.0,0.0,5,2,4,2,2,2,0
3989,0.0,0.8,5,2,2,1,1,1,0
3990,0.0,0.0,5,2,2,1,4,1,0
3991,0.0,0.2,5,2,2,4,2,1,0
3993,0.0,0.0,5,2,5,1,2,1,0
3994,0.0,0.0,5,2,4,6,6,1,0
3995,0.0,0.0,5,1,1,3,4,1,1
3996,0.0,1.0,5,2,2,7,1,1,1
3998,0.0,0.0,5,2,2,3,4,1,0
3999,0.0,0.0,5,1,1,8,2,2,0
4001,0.0,0.2,5,1,1,3,3,1,0
4002,98.13692308,0.0,5,2,4,6,4,2,0
4003,0.0,0.0,5,2,2,2,4,1,0
4004,0.0,0.0,5,2,2,9,2,1,1
4005,53.988,0.0,5,2,2,2,4,1,1
4008,0.0,0.6,5,2,10,3,1,1,0
4009,0.0,0.0,5,2,4,3,3,1,0
4010,0.0,0.4,5,2,2,1,2,1,0
4011,8.397818182,0.0,5,2,2,1,1,1,0
4012,107.94,0.0,5,2,2,6,4,2,0
4013,0.0,0.6,5,1,1,1,3,1,0
4014,0.0,1.0,5,2,2,8,3,1,1
4015,0.0,0.2,5,2,2,2,5,1,0
4016,0.0,0.0,5,2,2,6,1,1,0
4018,0.0,0.2,5,3,2,3,13,1,0
4019,0.0,0.0,5,2,2,1,3,1,0
4021,10.07328,0.0,5,2,2,8,3,1,0
4025,0.0,0.4,5,2,2,1,2,1,0
4026,0.0,0.0,5,3,2,8,4,1,1
4028,0.0,0.0,5,3,2,1,4,1,0
4029,0.0,0.0,5,4,1,1,4,1,0
4030,4.629470103,0.0,5,3,2,1,13,1,0
4032,0.0,0.0,5,3,2,6,4,1,1
4033,0.0,1.0,5,1,2,3,2,1,1
4034,0.0,0.0,5,1,1,1,3,2,1
4035,0.0,0.0,5,3,2,4,13,1,0
4036,0.0,0.0,5,2,5,1,1,1,0
4038,0.0,1.0,5,2,2,7,6,1,1
4039,0.0,0.0,5,2,2,5,13,1,0
4040,0.0,0.6,5,2,2,3,6,1,0
4041,0.0,0.8,5,2,2,3,13,1,0
4042,0.0,0.0,5,1,1,5,4,1,0
4043,22.74458333,0.4,5,3,2,6,13,1,0
4044,0.0,0.0,5,1,2,2,2,1,1
4046,0.0,0.0,5,3,2,1,2,1,1
4047,0.0,0.6,5,1,1,1,3,1,0
4048,22.27457143,0.0,5,1,8,1,11,1,1
4050,53.47457143,0.0,5,1,1,1,2,2,1
4051,0.0,0.8,5,3,2,3,2,1,0
4053,0.0,0.0,5,1,1,9,4,1,1
4054,0.0,0.0,5,2,6,1,3,1,1
4056,0.860484729,0.0,5,1,1,1,1,1,0
4057,0.0,0.0,5,2,2,7,13,1,0
4058,0.0,0.0,5,2,2,3,4,1,0
4059,0.0,0.0,5,2,2,7,13,1,0
4060,0.0,0.0,5,2,2,2,3,1,0
4061,0.0,0.0,5,2,2,6,13,1,0
4062,9.073052632,0.0,5,2,4,1,4,1,1
4063,0.0,0.0,5,2,2,1,3,1,0
4064,0.0,1.0,5,1,1,9,3,1,1
4065,5.015272727,0.0,5,2,4,3,2,2,0
4066,0.0,0.4,5,2,5,3,1,1,0
4067,0.0,0.6,5,2,2,8,3,1,0
4069,173.4697917,0.0,5,2,2,9,2,2,0
4070,50.82975,0.0,5,3,2,1,2,1,1
4071,0.0,0.0,5,2,2,8,3,1,0
4072,11.69485714,0.0,5,3,2,3,13,1,0
4073,0.0,0.8,5,3,2,4,13,1,0
4075,24.40764444,0.0,5,2,4,2,2,1,0
4076,0.0,0.2,5,1,1,6,3,1,0
4077,0.0,0.0,5,2,2,3,4,1,0
4078,0.0,0.0,5,3,2,1,7,1,1
4080,0.0,0.0,5,2,2,3,13,1,0
4081,0.0,0.0,5,2,2,4,3,2,0
4082,0.0,0.8,5,2,2,5,5,1,0
4083,0.0,0.0,5,2,2,1,6,1,0
4084,0.0,0.0,5,3,2,3,4,1,0
4085,0.0,0.0,5,2,4,1,3,1,0
4086,0.0,0.0,5,2,2,7,3,1,0
4087,0.0,0.0,5,2,2,1,13,1,0
4088,0.0,0.0,5,4,1,1,3,1,0
4089,0.0,0.0,5,2,2,3,4,1,1
4090,0.0,0.8,5,2,6,7,13,1,0
4092,0.0,0.8,5,2,2,1,6,1,0
4093,0.0,0.0,5,1,1,4,5,2,1
4095,0.0,0.0,5,2,2,1,13,1,0
4096,20.60836364,0.0,5,2,2,1,4,2,0
4097,10.3976,1.0,5,2,2,7,1,1,1
4098,0.0,0.0,5,2,2,1,1,1,0
4100,0.0,0.4,5,2,4,9,20,1,0
4101,0.0,0.0,5,2,10,1,3,1,0
4102,0.0,0.0,5,2,2,6,11,1,0
4103,0.0,0.2,5,3,2,4,13,1,0
4104,0.0,0.0,5,2,2,5,4,1,0
4105,0.0,0.0,5,3,2,2,4,1,0
4106,0.0,0.0,5,2,2,1,13,1,0
4107,0.0,0.0,5,3,2,4,3,1,0
4108,0.0,0.4,5,2,2,2,2,1,0
4110,0.0,0.4,5,2,2,6,1,1,0
4111,0.0,0.6,5,2,2,3,2,2,0
4112,71.46597872,0.0,5,2,2,2,4,1,0
4113,0.0,0.4,5,1,1,1,3,1,0
4115,3.348407692,0.0,5,2,4,1,4,1,0
4116,0.0,1.0,5,1,1,1,2,1,1
4118,26.34343478,0.4,5,3,2,6,11,1,0
4119,0.0,0.8,5,2,2,7,4,1,0
4120,0.0,0.0,5,3,2,1,6,1,0
4121,0.0,0.0,5,1,1,8,3,1,0
4122,45.4895,0.8,5,1,1,6,4,1,0
4124,32.382,0.0,5,2,2,2,1,1,0
4125,0.0,0.0,5,1,1,1,3,1,0
4126,0.0,0.2,5,2,2,3,3,1,0
4127,44.388,0.0,5,2,2,3,2,1,0
