id,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,Revenue
1785,0,0.0,0,0.0,7,95.0,0.014285714,0.061904762,0
1786,1,40.0,5,279.5,62,1088.830952,0.000980392,0.007230392,1
1787,3,73.0,0,0.0,9,2151.0,0.0,0.018181818,1
1788,0,0.0,0,0.0,12,130.5,0.0,0.008333333,0
1789,4,40.0,2,146.0,56,2866.90202,0.0,0.010451977,0
1790,2,11.0,0,0.0,19,608.9428571,0.009090909,0.041915584,0
1791,0,0.0,0,0.0,7,360.75,0.0,0.033333333,0
1792,0,0.0,0,0.0,2,7.0,0.0,0.1,0
1793,6,55.0,1,7.0,132,4056.175369,0.005882353,0.019282953,0
1794,0,0.0,0,0.0,4,46.0,0.0,0.05,0
1795,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1796,8,167.0,3,869.0,34,771.5916667,0.009090909,0.030876623,0
1797,0,0.0,0,0.0,5,112.0,0.0,0.02,0
1798,6,139.0,0,0.0,29,491.1,0.0,0.003333333,0
1799,0,0.0,0,0.0,2,14.0,0.0,0.1,0
1800,2,22.0,1,49.0,22,602.1666667,0.0,0.008695652,0
1801,2,134.0,0,0.0,7,77.33333333,0.0,0.022222222,0
1802,3,39.0,0,0.0,2,4.0,0.0,0.04,0
1803,0,0.0,2,90.0,9,103.6666667,0.018181818,0.061818182,0
1804,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1805,2,110.0,0,0.0,4,125.0,0.0,0.016666667,0
1806,0,0.0,0,0.0,24,387.8846154,0.025,0.038095238,0
1807,2,43.0,0,0.0,3,23.0,0.0,0.04,0
1808,0,0.0,0,0.0,3,249.0,0.0,0.066666667,0
1809,4,485.3333333,2,18.0,19,345.3833333,0.0,0.005797101,0
1810,1,100.0,2,111.0,13,1001.0,0.0,0.013333333,0
1811,0,0.0,0,0.0,8,70.66666667,0.025,0.05,0
1812,4,70.5,0,0.0,20,1298.0,0.0,0.018666667,0
1813,0,0.0,0,0.0,4,75.5,0.0,0.05,0
1814,0,0.0,0,0.0,2,57.0,0.0,0.1,0
1815,2,10.0,2,451.5,27,1686.966667,0.006451613,0.023502304,0
1816,3,160.5,0,0.0,10,370.5,0.0,0.016666667,0
1817,0,0.0,0,0.0,4,738.0,0.1,0.15,0
1818,0,0.0,0,0.0,13,89.0,0.046153846,0.1,0
1819,0,0.0,0,0.0,5,164.3333333,0.06,0.06,0
1820,0,0.0,1,0.0,24,2244.666667,0.008,0.028,0
1821,0,0.0,0,0.0,2,5.0,0.0,0.1,0
1822,5,1283.0,3,148.5,50,3246.977381,0.0,0.003846154,0
1823,7,63.5,5,100.25,62,1573.233333,0.0,0.004594595,0
1824,2,24.6,0,0.0,26,779.5051587,0.011111111,0.034403292,1
1825,3,22.83333333,0,0.0,115,2625.009524,0.0,0.004013317,0
1826,12,187.2777778,3,88.58333333,43,3266.127778,0.004242424,0.043712341,0
1827,2,98.25,0,0.0,10,303.25,0.0,0.011111111,0
1828,0,0.0,0,0.0,17,806.6666667,0.0,0.027058824,0
1829,3,23.0,0,0.0,30,465.4166667,0.0,0.009375,0
1830,0,0.0,0,0.0,7,1018.0,0.0,0.028571429,0
1831,0,0.0,0,0.0,7,261.5,0.0,0.00952381,0
1832,0,0.0,0,0.0,4,910.0,0.0,0.025,0
1833,2,89.0,3,119.0,41,4270.141667,0.004444444,0.027160494,0
1834,1,45.0,0,0.0,10,413.0,0.0,0.009090909,0
1835,3,31.6,0,0.0,17,372.8,0.013333333,0.026428571,0
1836,0,0.0,0,0.0,18,550.5,0.0,0.031481481,0
1837,3,648.0,4,168.8333333,31,1300.728987,0.000555556,0.021511104,0
1838,0,0.0,0,0.0,4,44.0,0.05,0.1,0
1839,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1840,3,18.75,0,0.0,7,68.75,0.0,0.025,0
1841,0,0.0,0,0.0,37,684.7272727,0.005405405,0.023423423,0
1842,2,28.0,2,175.5,27,1253.333333,0.006666667,0.014666667,1
1843,0,0.0,0,0.0,4,331.0,0.05,0.1,0
1844,0,0.0,0,0.0,30,1791.7,0.013333333,0.031111111,0
1845,4,197.0,1,25.0,46,1596.672282,0.0,0.008,0
1846,7,211.5,0,0.0,54,9128.283883,0.011461988,0.039251601,0
1847,0,0.0,0,0.0,7,128.0,0.0,0.016666667,0
1848,0,0.0,0,0.0,13,313.0,0.0,0.015384615,0
1849,5,494.1666667,0,0.0,8,204.0,0.0,0.030769231,0
1850,0,0.0,0,0.0,2,49.0,0.0,0.1,0
1851,10,511.5,4,164.0,73,2490.138095,0.0,0.010365854,0
1852,3,58.06666667,0,0.0,5,86.0,0.0,0.0125,0
1853,0,0.0,0,0.0,9,140.0,0.022222222,0.055555556,0
1854,2,125.5,0,0.0,6,162.75,0.0,0.025,0
1855,8,387.6,3,32.0,328,9694.260714,0.001780415,0.010905045,0
1856,5,143.8333333,1,55.0,19,1762.5,0.0,0.013461538,1
1857,1,6.0,0,0.0,61,2183.5,0.0,0.003225806,0
1858,1,11.5,0,0.0,10,234.475,0.0,0.011111111,0
1859,0,0.0,0,0.0,10,139.7083333,0.0,0.02,0
1860,5,141.0,0,0.0,33,1371.633333,0.0,0.005555556,1
1861,2,135.0,1,2.0,11,711.5666667,0.0,0.00515873,0
1862,0,0.0,0,0.0,7,232.6666667,0.0,0.014285714,0
1863,0,0.0,0,0.0,3,51.5,0.0,0.066666667,0
1864,4,48.0,0,0.0,2,11.0,0.0,0.008,0
1865,8,57.0625,3,172.0,23,176.8193627,0.019444444,0.065189145,0
1866,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1867,2,6.0,1,35.0,12,240.0,0.014285714,0.042857143,0
1868,0,0.0,0,0.0,9,415.8333333,0.0,0.0125,0
1869,2,7.0,0,0.0,3,66.0,0.0,0.066666667,0
1870,4,63.0,0,0.0,5,95.5,0.0,0.025,0
1871,0,0.0,0,0.0,11,200.85,0.036363636,0.047107438,0
1872,1,40.0,0,0.0,15,839.5,0.01875,0.054166667,0
1873,5,28.0,0,0.0,6,80.0,0.0,0.028571429,0
1874,1,12.83333333,3,77.0,31,2372.333333,0.0,0.012941176,0
1875,0,0.0,1,65.5,49,574.8333333,0.0,0.012,0
1876,4,179.6071429,2,5.5,34,1045.102381,0.0,0.007603276,0
1877,0,0.0,0,0.0,7,971.0,0.028571429,0.071428571,0
1878,6,135.65,0,0.0,40,1589.27381,0.0,0.020767196,0
1879,0,0.0,0,0.0,10,1656.666667,0.06,0.1,0
1880,4,62.5,1,64.0,56,1246.919048,0.003333333,0.005367521,0
1881,1,30.0,0,0.0,16,597.6,0.0,0.0125,0
1882,0,0.0,0,0.0,31,3888.166667,0.02,0.031111111,0
1883,2,21.0,0,0.0,34,2600.258333,0.011111111,0.037464387,0
1884,0,0.0,0,0.0,9,223.0,0.0,0.022222222,0
1885,4,56.0,0,0.0,10,709.0,0.0,0.016666667,0
1886,0,0.0,0,0.0,5,82.0,0.1,0.146666667,0
1887,0,0.0,0,0.0,23,760.25,0.0,0.009090909,0
1888,3,40.0,0,0.0,9,1362.0,0.0,0.008333333,0
1889,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1890,3,36.0,1,62.0,19,924.3333333,0.0,0.004761905,0
1891,4,45.33333333,0,0.0,53,1440.298918,0.012727273,0.021974359,1
1892,3,39.6,0,0.0,53,856.7522398,0.0,0.002272727,0
1893,0,0.0,0,0.0,2,8.0,0.0,0.1,0
1894,2,35.0,0,0.0,2,6.0,0.0,0.05,0
1895,6,228.0,5,89.33333333,18,513.4666667,0.0,0.003461538,0
1896,0,0.0,0,0.0,2,0.0,0.2,0.2,0
1897,0,0.0,0,0.0,15,748.5666667,0.016,0.041333333,0
1898,1,34.0,2,9.0,3,149.0,0.0,0.05,0
1899,0,0.0,0,0.0,2,288.0,0.0,0.1,0
1900,9,309.0,0,0.0,25,383.0833333,0.018181818,0.037575758,0
1901,13,456.9880952,3,72.83333333,39,976.7103175,0.004166667,0.009722222,1
1902,0,0.0,0,0.0,32,1916.633333,0.015625,0.0265625,0
1903,5,78.5,1,26.0,48,1266.119048,0.0,0.005788982,0
1904,1,75.0,4,250.6666667,44,1679.833333,0.0,0.001086957,1
1905,4,99.5,0,0.0,16,315.1666667,0.0,0.016666667,1
1906,1,28.0,0,0.0,8,290.0,0.0,0.01,0
1907,0,0.0,0,0.0,6,463.5,0.0,0.033333333,0
1908,0,0.0,0,0.0,4,1833.0,0.0,0.05,0
1909,0,0.0,0,0.0,9,196.0,0.0,0.022222222,0
1910,0,0.0,0,0.0,2,0.0,0.2,0.2,0
1911,4,64.0,0,0.0,53,1200.892857,0.001818182,0.018030303,0
1912,2,37.0,0,0.0,7,139.3333333,0.0,0.011111111,0
1913,6,163.6666667,10,403.0,15,665.5666667,0.007142857,0.004761905,0
1914,5,333.0,2,166.0,12,151.9,0.031111111,0.064444444,0
1915,0,0.0,0,0.0,5,1620.0,0.14,0.166666667,0
1916,0,0.0,0,0.0,24,1268.0,0.0125,0.015277778,0
1917,1,51.0,2,117.2857143,15,969.102381,0.005882353,0.008888889,0
1918,1,44.0,0,0.0,25,773.4666667,0.0,0.029142857,1
1919,5,825.0,0,0.0,33,808.1666667,0.0,0.005405405,1
1920,3,44.0,0,0.0,14,469.8761905,0.0,0.005357143,0
1921,4,203.8333333,0,0.0,30,823.5,0.0,0.001666667,0
1922,0,0.0,0,0.0,8,201.0,0.0,0.0625,0
1923,8,195.3166667,0,0.0,54,1063.95,0.0,0.019047619,0
1924,0,0.0,0,0.0,13,412.0,0.0,0.028205128,0
1925,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1926,0,0.0,0,0.0,14,1789.39881,0.0,0.029047619,0
1927,0,0.0,0,0.0,18,644.125,0.00625,0.021924603,0
1928,2,9.5,0,0.0,18,529.702381,0.0,0.005263158,0
1929,0,0.0,0,0.0,10,254.0,0.02,0.04,1
1930,0,0.0,0,0.0,7,221.7142857,0.028571429,0.060714286,0
1931,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1932,0,0.0,0,0.0,30,312.3333333,0.0,0.008888889,0
1933,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1934,0,0.0,0,0.0,22,325.75,0.0,0.031818182,0
1935,9,74.33333333,1,419.0,63,2717.327381,0.002857143,0.012857143,0
1936,1,7.0,1,0.0,79,3380.691558,0.002666667,0.023772222,0
1937,1,13.0,0,0.0,19,614.9444444,0.0,0.022105263,0
1938,1,0.0,0,0.0,1,19.0,0.0,0.1,0
1939,4,55.5,0,0.0,33,1274.190476,0.005714286,0.009285714,0
1940,2,80.66666667,0,0.0,12,1071.611111,0.030769231,0.046666667,0
1941,0,0.0,0,0.0,10,408.0,0.0,0.022222222,1
1942,7,156.7166667,0,0.0,52,2335.064286,0.007142857,0.010563841,0
1943,0,0.0,0,0.0,2,18.0,0.1,0.15,0
1944,3,172.0,0,0.0,53,1299.383333,0.0,0.003703704,0
1945,0,0.0,0,0.0,6,83.0,0.016666667,0.033333333,0
1946,5,146.0,0,0.0,8,489.0,0.0,0.015384615,0
1947,3,13.0,0,0.0,16,226.5,0.0,0.013333333,0
1948,0,0.0,0,0.0,8,233.6666667,0.025,0.0875,0
1949,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1950,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1951,1,11.0,0,0.0,5,71.0,0.0,0.033333333,0
1952,3,42.0,0,0.0,16,1266.5,0.0,0.003508772,0
1953,3,33.0,0,0.0,8,182.5833333,0.0,0.03125,0
1954,0,0.0,0,0.0,12,169.3,0.0,0.016666667,0
1955,0,0.0,1,0.0,37,1358.75,0.001754386,0.03245614,0
1956,1,38.0,0,0.0,5,131.0,0.033333333,0.013333333,0
1957,9,324.3,4,205.0,71,2816.43881,0.0,0.002666667,0
1958,5,413.5,0,0.0,25,3484.233333,0.0,0.02,0
1959,0,0.0,2,156.0,6,131.0,0.0,0.025,0
1960,5,55.5,0,0.0,12,1076.5,0.0,0.011764706,0
1961,0,0.0,0,0.0,8,357.25,0.0,0.0625,0
1962,0,0.0,0,0.0,6,197.0,0.0,0.011111111,0
1963,7,75.05,0,0.0,31,489.1452381,0.011111111,0.022222222,1
1964,3,43.0,0,0.0,11,610.0,0.0,0.015384615,0
1965,0,0.0,0,0.0,17,445.0,0.047058824,0.062745098,0
1966,0,0.0,0,0.0,17,588.6666667,0.011764706,0.035294118,0
1967,0,0.0,0,0.0,24,580.2,0.0,0.012121212,1
1968,0,0.0,0,0.0,32,999.0,0.0,0.01344086,1
1969,0,0.0,0,0.0,16,622.0,0.0,0.0125,0
1970,2,77.0,0,0.0,6,112.0,0.0,0.028571429,0
1971,1,29.0,1,13.5,24,1005.849206,0.0,0.007986111,0
1972,3,78.0,0,0.0,3,29.0,0.033333333,0.066666667,0
1973,3,52.0,0,0.0,60,3451.751515,0.006666667,0.011565934,0
1974,0,0.0,0,0.0,5,96.5,0.0,0.04,0
1975,8,354.8333333,1,57.0,19,2217.333333,0.008333333,0.017361111,0
1976,0,0.0,0,0.0,4,50.0,0.0,0.05,0
1977,0,0.0,1,0.0,16,485.6666667,0.0,0.0375,0
1978,0,0.0,0,0.0,9,388.0,0.066666667,0.088888889,0
1979,7,169.5,0,0.0,21,484.95,0.008695652,0.037681159,0
1980,0,0.0,0,0.0,3,55.0,0.0,0.066666667,0
1981,0,0.0,0,0.0,7,111.6666667,0.0,0.014285714,0
1982,6,104.0,1,0.0,14,269.5,0.0,0.021568627,0
1983,2,4.0,0,0.0,10,284.0,0.0,0.016666667,1
1984,9,81.0,0,0.0,34,1219.113725,0.007017544,0.022556391,1
1985,1,0.0,0,0.0,21,574.722619,0.0,0.018888889,1
1986,0,0.0,1,0.0,46,4053.092208,0.014184397,0.029684228,0
1987,0,0.0,0,0.0,18,1485.416667,0.0,0.027777778,0
1988,12,765.6666667,0,0.0,7,634.1666667,0.015384615,0.015384615,0
1989,13,214.8823529,0,0.0,41,1182.106162,0.0,0.018485839,0
1990,1,143.0,4,48.0,16,333.75,0.0,0.003333333,0
1991,0,0.0,0,0.0,2,4.0,0.0,0.1,0
1992,2,15.5,0,0.0,28,550.0666667,0.0,0.006666667,0
1993,0,0.0,0,0.0,1,0.0,0.2,0.2,0
1994,2,42.0,0,0.0,29,218.0,0.0,0.003225806,0
1995,0,0.0,0,0.0,93,2243.666667,0.010989011,0.031501832,0
1996,1,702.0,0,0.0,38,2193.150794,0.012280702,0.015614035,1
1997,4,22.5,0,0.0,15,289.85,0.0,0.022222222,1
1998,1,14.0,0,0.0,13,909.5,0.0,0.014285714,0
1999,3,188.0,0,0.0,22,1436.45,0.0,0.009090909,0
2000,8,352.2428571,6,241.5,45,1998.444081,0.009090909,0.01644733,0
2001,4,73.75,1,58.0,12,777.5,0.0,0.015555556,1
2002,0,0.0,0,0.0,4,126.5,0.016666667,0.091666667,0
2003,0,0.0,0,0.0,8,100.0,0.0,0.025,0
2004,1,95.0,0,0.0,27,598.45,0.0,0.014814815,0
2005,0,0.0,0,0.0,7,87.71428571,0.042857143,0.089285714,0
2006,6,145.0,6,199.0,40,1834.166667,0.0,0.006734694,1
2007,0,0.0,0,0.0,2,15.0,0.0,0.1,0
2008,3,221.5,4,172.0,28,1365.216667,0.0,0.012301587,0
2009,0,0.0,0,0.0,6,36.0,0.066666667,0.133333333,0
2010,4,82.5,3,419.0,22,1005.806061,0.0,0.007407407,0
2011,6,92.0,3,101.0,76,5186.116667,0.004878049,0.024837398,0
2012,9,183.5,2,29.66666667,52,2211.608333,0.008888889,0.010251724,1
2013,0,0.0,0,0.0,8,167.0,0.0,0.05,0
2014,2,36.0,0,0.0,47,2102.581502,0.004166667,0.010416667,0
2015,8,139.6818182,8,353.3333333,45,2003.415152,0.007142857,0.00755102,1
2016,4,50.5,3,54.0,41,1490.552778,0.0,0.006589147,0
2017,9,124.125,0,0.0,35,1988.658333,0.008943089,0.030662021,0
2018,0,0.0,0,0.0,8,148.75,0.0,0.025,0
2019,0,0.0,0,0.0,2,134.0,0.0,0.1,0
2020,1,5.0,0,0.0,16,191.0714286,0.0,0.0125,0
2021,0,0.0,1,0.0,16,222.0,0.025,0.03125,0
2022,2,47.5,0,0.0,5,116.5,0.0,0.005714286,0
2023,0,0.0,0,0.0,3,190.0,0.0,0.066666667,0
2024,0,0.0,0,0.0,68,809.2456349,0.002985075,0.005970149,1
2025,0,0.0,0,0.0,8,262.1666667,0.0,0.020833333,0
2026,0,0.0,0,0.0,4,22.0,0.05,0.1,0
2027,4,55.32575758,0,0.0,11,234.9924242,0.0,0.018181818,0
2028,0,0.0,0,0.0,8,258.0,0.025,0.075,0
2029,0,0.0,0,0.0,2,0.0,0.2,0.2,0
2030,1,185.0,6,263.0,6,133.3333333,0.0,0.019230769,0
2031,13,241.7666667,0,0.0,12,255.3,0.002,0.036666667,0
2032,5,145.5,0,0.0,96,1524.748377,0.0,0.007239057,0
2033,2,160.0,0,0.0,17,1306.666667,0.010526316,0.014035088,0
2034,2,28.66666667,0,0.0,12,224.1666667,0.0,0.023333333,1
2035,0,0.0,0,0.0,24,473.6833333,0.008333333,0.00952381,0
2036,6,253.0,0,0.0,21,686.4,0.003846154,0.012179487,0
2037,0,0.0,0,0.0,4,80.0,0.05,0.075,0
2038,0,0.0,0,0.0,1,0.0,0.0,0.2,0
2039,0,0.0,0,0.0,1,61.0,0.0,0.1,0
2040,2,220.3333333,1,70.5,75,3537.991667,0.011714286,0.027362361,0
2041,7,445.3333333,1,135.5,52,1896.272222,0.005310734,0.013192815,0
2042,2,50.0,0,0.0,29,598.297619,0.0,0.016666667,0
2043,0,0.0,0,0.0,10,127.5,0.0,0.02,0
2044,5,76.0,0,0.0,7,154.0,0.0,0.005555556,0
2045,13,654.775,8,604.8,160,5349.563713,0.001142857,0.001799477,1
2046,0,0.0,0,0.0,1,0.0,0.0,0.1,0
2047,0,0.0,0,0.0,3,77.0,0.0,0.066666667,0
2048,0,0.0,0,0.0,7,98.5,0.071428571,0.1,0
2049,0,0.0,0,0.0,12,810.0,0.0,0.016666667,0
2050,0,0.0,0,0.0,3,903.0,0.0,0.066666667,0
2051,5,87.0,0,0.0,86,2973.008333,0.002222222,0.015740741,0
2052,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2053,2,17.0,0,0.0,7,1093.0,0.0375,0.1125,0
2054,0,0.0,0,0.0,3,137.0,0.0,0.1,0
2055,0,0.0,0,0.0,8,136.75,0.005,0.105,0
2056,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2057,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2058,3,96.0,0,0.0,6,384.0,0.0,0.025,0
2059,0,0.0,0,0.0,9,125.0,0.0,0.022222222,0
2060,0,0.0,0,0.0,2,44.0,0.0,0.05,0
2061,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2062,4,35.125,0,0.0,31,1975.458333,0.0,0.01,0
2063,4,71.5,0,0.0,42,758.75,0.004444444,0.015555556,0
2064,9,222.5,2,46.66666667,20,1267.155556,0.001481481,0.017977208,1
2065,4,200.8333333,0,0.0,18,381.3333333,0.0,0.009090909,0
2066,2,33.5,1,91.0,31,1271.821212,0.0,0.011505376,1
2067,0,0.0,0,0.0,32,827.6462121,0.0,0.00058651,1
2068,0,0.0,0,0.0,5,36.0,0.15,0.1625,0
2069,7,120.5,0,0.0,19,1011.5,0.0,0.00952381,0
2070,5,243.6666667,1,415.0,20,1267.233333,0.0,0.01,1
2071,5,53.0,1,97.0,66,4891.972222,0.0,0.002159624,0
2072,0,0.0,0,0.0,27,694.3035714,0.0,0.007692308,1
2073,4,148.5,1,118.0,150,4764.429997,0.0,0.005636724,0
2074,0,0.0,0,0.0,31,1350.5,0.006451613,0.016129032,0
2075,0,0.0,1,56.0,17,1385.833333,0.005882353,0.017647059,1
2076,1,6.0,0,0.0,15,500.0,0.026666667,0.073333333,1
2077,2,26.0,0,0.0,22,285.9880952,0.0,0.0125,0
2078,1,6.0,0,0.0,6,45.5,0.057142857,0.114285714,0
2079,5,129.5,0,0.0,13,1507.333333,0.016666667,0.028125,0
2080,3,223.0,1,24.0,27,1460.566667,0.0,0.006666667,0
2081,0,0.0,0,0.0,4,214.0,0.0,0.05,0
2082,0,0.0,0,0.0,6,136.5,0.0,0.033333333,0
2083,0,0.0,0,0.0,6,254.0,0.025,0.0875,0
2084,1,5.0,0,0.0,13,545.5714286,0.013333333,0.020784314,1
2085,2,91.0,3,865.0,27,1244.833333,0.0,0.006896552,0
2086,1,78.0,0,0.0,21,555.8944444,0.0,0.002380952,1
2087,0,0.0,0,0.0,19,429.6333333,0.0,0.005263158,0
2088,0,0.0,0,0.0,10,111.0,0.0,0.02,0
2089,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2090,3,46.5,0,0.0,16,402.6904762,0.0,0.0125,0
2091,0,0.0,0,0.0,15,292.6944444,0.0,0.005128205,1
2092,0,0.0,0,0.0,24,654.0666667,0.0,0.001449275,0
2093,2,254.0,1,39.0,95,4990.959524,0.004123711,0.015307716,1
2094,0,0.0,0,0.0,4,158.0,0.05,0.1,0
2095,0,0.0,0,0.0,77,3332.208333,0.002040816,0.024719927,0
2096,0,0.0,0,0.0,130,4164.936905,0.006153846,0.012319347,0
2097,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2098,5,85.66666667,0,0.0,25,1194.5,0.0,0.007692308,1
2099,3,154.5,0,0.0,21,638.3333333,0.0,0.047222222,0
2100,0,0.0,0,0.0,13,152.25,0.030769231,0.025641026,0
2101,0,0.0,0,0.0,17,631.5,0.011764706,0.064705882,0
2102,0,0.0,0,0.0,9,58.0,0.155555556,0.177777778,0
2103,7,598.0,3,144.5,83,6860.632738,0.011512297,0.039305682,0
2104,0,0.0,0,0.0,2,0.0,0.2,0.2,0
2105,1,3.0,0,0.0,28,271.125,0.0,0.002564103,0
2106,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2107,1,7.0,0,0.0,151,2564.278157,0.00917226,0.0210895,0
2108,0,0.0,0,0.0,12,896.5,0.008333333,0.025,1
2109,3,226.9545455,0,0.0,57,4895.022989,0.003333333,0.023321256,0
2110,6,97.88235294,2,9.0,58,2293.59902,0.008357771,0.033973374,1
2111,4,515.6,0,0.0,77,1449.683333,0.0,0.002631579,0
2112,1,397.5,3,89.5,8,249.0,0.066666667,0.091666667,0
2113,2,16.5,0,0.0,5,37.5,0.0,0.033333333,0
2114,2,30.0,0,0.0,10,121.0,0.016666667,0.025,0
2115,6,60.0,1,30.0,51,1403.841919,0.003636364,0.009090909,0
2116,0,0.0,0,0.0,8,227.0,0.025,0.05,0
2117,0,0.0,0,0.0,8,228.0,0.025,0.075,0
2118,1,22.75,0,0.0,16,461.0833333,0.0,0.011458333,0
2119,0,0.0,0,0.0,2,12.0,0.0,0.1,0
2120,4,46.5,0,0.0,34,762.5,0.0,0.013513514,0
2121,0,0.0,0,0.0,5,74.5,0.0,0.08,0
2122,3,27.0,0,0.0,21,898.0,0.015384615,0.042307692,1
2123,3,23.0,0,0.0,5,91.0,0.0,0.0125,0
2124,0,0.0,0,0.0,19,583.1666667,0.010526316,0.030701754,0
2125,3,62.0,0,0.0,13,392.9285714,0.0125,0.025,0
2126,2,102.0,0,0.0,13,177.5,0.0,0.026666667,0
2127,0,0.0,0,0.0,13,436.0,0.030769231,0.079487179,0
2128,3,61.0,0,0.0,79,2819.966667,0.006097561,0.024390244,0
2129,0,0.0,0,0.0,2,4.0,0.0,0.1,0
2130,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2131,0,0.0,0,0.0,23,1888.5,0.0,0.008695652,1
2132,7,238.4666667,7,300.9,33,1801.371429,0.0055,0.040415616,0
2133,1,92.0,0,0.0,117,13158.66667,0.006896552,0.041810345,0
2134,0,0.0,0,0.0,6,140.0,0.0,0.033333333,0
2135,0,0.0,0,0.0,5,252.5,0.0,0.02,0
2136,0,0.0,0,0.0,12,666.0,0.0,0.018181818,0
2137,0,0.0,0,0.0,36,851.3333333,0.010810811,0.032432432,0
2138,0,0.0,0,0.0,18,224.0,0.011764706,0.02254902,0
2139,0,0.0,0,0.0,13,253.3333333,0.030769231,0.073076923,0
2140,9,175.9333333,0,0.0,28,717.2190476,0.005882353,0.017058824,0
2141,0,0.0,0,0.0,22,370.3333333,0.018181818,0.054545455,0
2142,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2143,4,47.0,0,0.0,29,5198.533333,0.0,0.019892473,0
2144,4,92.0,0,0.0,19,1148.838095,0.012121212,0.025289256,0
2145,1,4.0,0,0.0,13,152.6666667,0.033333333,0.083333333,0
2146,0,0.0,0,0.0,6,474.0,0.0,0.016666667,0
2147,0,0.0,0,0.0,15,907.5,0.006666667,0.031111111,0
2148,0,0.0,0,0.0,12,505.3333333,0.083333333,0.123412698,0
2149,0,0.0,0,0.0,20,497.0,0.015,0.045416667,0
2150,2,675.3333333,0,0.0,46,1103.916667,0.0,0.004081633,0
2151,0,0.0,0,0.0,4,0.0,0.2,0.2,0
2152,2,37.0,1,18.0,25,430.5,0.0,0.007142857,0
2153,2,129.0,0,0.0,31,866.7,0.011827957,0.034101382,1
2154,0,0.0,0,0.0,21,1492.166667,0.023809524,0.055555556,0
2155,0,0.0,0,0.0,7,17.0,0.085714286,0.142857143,0
2156,0,0.0,0,0.0,7,137.5,0.0,0.033333333,0
2157,0,0.0,0,0.0,20,950.3285714,0.072108844,0.086507937,0
2158,0,0.0,0,0.0,2,7.0,0.0,0.1,0
2159,0,0.0,0,0.0,18,286.0,0.011111111,0.061111111,0
2160,2,144.0,0,0.0,25,1711.333333,0.0,0.008,0
2161,1,6.0,0,0.0,45,2487.333333,0.018604651,0.066666667,0
2162,0,0.0,0,0.0,5,829.5,0.0,0.04,0
2163,1,0.0,0,0.0,7,88.0,0.0625,0.116666667,0
2164,7,89.5,0,0.0,26,1163.333333,0.0,0.009375,1
2165,3,91.75,0,0.0,20,1171.333333,0.003174603,0.018571429,0
2166,0,0.0,0,0.0,8,149.0,0.133333333,0.155555556,0
2167,1,81.0,0,0.0,12,131.5,0.0,0.003076923,0
2168,0,0.0,0,0.0,4,81.5,0.0,0.025,0
2169,3,296.0,0,0.0,9,394.5,0.0,0.005555556,1
2170,0,0.0,0,0.0,17,336.0,0.0,0.01875,0
2171,0,0.0,0,0.0,21,452.797619,0.0,0.023,1
2172,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2173,3,269.1666667,0,0.0,36,2281.208333,0.022916667,0.046203704,0
2174,3,168.75,0,0.0,36,1262.833333,0.0,0.004054054,1
2175,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2176,0,0.0,0,0.0,1,643.0,0.133333333,0.15,0
2177,0,0.0,0,0.0,6,189.0,0.066666667,0.116666667,0
2178,3,430.8333333,1,262.0,49,2338.567766,0.023529412,0.028907563,1
2179,0,0.0,0,0.0,6,181.0,0.0,0.016666667,0
2180,0,0.0,0,0.0,24,597.8333333,0.008333333,0.020833333,0
2181,7,150.5,0,0.0,28,549.0833333,0.0,0.013571429,1
2182,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2183,0,0.0,0,0.0,10,170.0,0.04,0.1,0
2184,2,53.0,0,0.0,4,46.0,0.026666667,0.056,0
2185,3,102.0,2,108.0,51,1742.325216,0.003636364,0.009228841,0
2186,5,47.5,0,0.0,40,787.2,0.0,0.012121212,0
2187,0,0.0,0,0.0,33,1239.5,0.070588235,0.095098039,0
2188,5,724.5,0,0.0,23,867.3333333,0.0,0.000826446,1
2189,0,0.0,0,0.0,1,0.0,0.2,0.2,0
2190,0,0.0,1,0.0,124,4093.430519,0.005816216,0.043499683,0
2191,1,7.5,0,0.0,19,216.1666667,0.038095238,0.058730159,0
