id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
901,1.316291,9.227764,14.392638,-1.999675,7.125189,3.957595,3.983857,5.385317,10.330566,10.051763,-5.26643,-9.206282,-10.723418,-9.399823,-7.083548,6.454344,4.504234,-8.521683,6.240132,-4.548038,-3.953037,2.465576,2.229695,3.257577,12.132454,10.976182,3.248701,-6.211278,3.217484,0.88818
902,4.179201,-4.395679,5.673128,6.696133,-1.336883,-5.673248,2.596883,-5.457664,-7.387607,2.631142,-2.350423,-7.037852,6.543517,7.770453,0.607941,3.383199,5.032682,6.921567,-4.192933,5.665968,8.528622,10.217566,2.589662,-7.930991,3.752366,3.911541,6.671585,-3.538363,4.862878,-5.685255
903,-1.670195,6.478489,-1.411771,6.101735,-2.399684,-11.230143,6.148801,-2.015029,6.435291,-3.590885,2.272729,11.597101,-3.558914,-11.888402,0.521457,0.170836,2.637165,8.675694,1.568248,5.381357,-9.393581,6.323159,3.183304,-10.032796,17.616882,8.158651,1.113275,1.404089,11.31935,5.190203
904,-1.724541,-9.438043,2.666734,-2.622658,4.341014,-10.720414,1.902198,-9.291006,1.40953,-1.4467,-4.805012,-8.04798,1.79481,7.628982,10.076749,3.155911,7.995841,0.626552,-0.273356,8.370068,5.46918,-0.972207,7.915522,1.979824,-2.240147,11.56723,1.860434,-1.787421,-0.923595,-2.444387
905,8.701961,-0.963932,10.25063,0.297464,-4.361501,-2.986324,0.226434,-1.385279,-0.709368,9.614511,3.029386,5.091352,-7.337253,-5.021317,7.348333,-14.226883,-6.132749,3.48777,5.240076,2.617689,-8.561342,12.133557,5.421964,-8.942122,1.365472,5.469715,4.296948,-2.828811,1.691421,8.565048
906,-7.715377,-10.499935,10.014211,1.142584,11.872431,-9.474713,6.442783,2.39945,-3.763287,9.829006,6.580515,-4.553915,3.622466,12.272275,-0.401789,-8.197867,-9.570678,5.455986,-1.374478,-0.887113,-3.221987,-6.926466,-9.672633,-11.506733,-2.350259,-8.022761,7.285141,18.374487,-14.547522,1.995036
907,-1.892167,12.50106,10.811733,11.634075,-9.695679,-11.465203,-1.172568,6.78493,10.941716,4.339928,9.413024,12.686259,-3.320981,-1.943556,18.90245,1.890076,-6.125327,0.014978,3.883809,11.618092,-4.025298,-0.801071,1.541677,-6.236014,5.884554,-0.157246,-12.065331,-7.466017,6.578806,17.460555
908,-5.552936,-8.083559,9.777509,-3.446253,5.448734,-12.376456,13.055334,1.310337,-8.734572,3.856315,7.029822,-7.148106,-0.138911,1.813317,13.568732,-2.506686,-11.476559,-5.311136,-7.444433,-3.369034,4.532942,-1.882404,-16.825469,-9.990012,3.368552,-10.334538,2.674334,5.94624,1.478528,0.569506
909,-0.17397,-5.824477,0.801393,-8.053044,-0.597937,-14.375596,4.417394,-5.28714,-5.229511,4.975648,2.250557,-2.546073,-3.094665,8.005245,7.586793,-1.045272,-7.035137,-3.461991,-10.453269,3.968496,-3.84504,-3.841942,-3.178038,-5.638326,-4.698853,-1.633299,1.441264,-2.369967,-3.180038,6.295619
910,10.445415,-2.829889,4.674209,11.129859,-0.623438,-3.037151,8.766816,-5.223242,-1.674105,5.421339,-3.901921,-12.143405,4.885643,5.433886,-1.415935,-2.004459,-0.35038,9.082778,-4.86174,5.03996,8.410439,1.910002,0.376973,-11.242824,8.103783,-0.825269,1.218619,-8.425237,17.771098,-4.09662
911,5.320127,-11.073812,3.054327,5.760946,1.348181,-6.311829,0.186023,1.833454,-7.434848,-6.592706,-7.06617,0.34641,3.334429,3.699824,-3.452836,3.840009,6.818917,4.926176,-8.962188,12.128115,6.58573,2.329767,9.045874,-0.010295,10.358455,-1.387426,6.136859,2.644659,-3.679902,-11.355952
912,-5.441256,-5.596577,7.611574,-10.521636,1.062059,-10.306693,9.124429,0.621795,-0.044596,2.219417,5.500934,-7.708423,-7.986642,7.434355,3.653795,-0.705779,-9.809439,-5.996139,-7.087054,3.186745,1.565275,0.918681,-3.220584,-3.494973,-3.23173,-7.961668,4.51399,2.9194,-6.897722,5.631508
913,1.831439,9.014505,7.353979,-10.573658,9.409082,3.227429,4.55401,2.616232,9.278019,9.697273,-2.140384,-7.111272,-4.848325,-6.493832,2.007644,9.088344,5.633947,-3.831206,3.380509,-12.17059,-4.259469,-5.238846,5.687252,6.48899,13.828201,-1.35222,6.475195,-1.600014,-3.122896,-0.599573
914,-7.029401,1.043668,2.39622,-12.107087,4.429262,-5.337251,9.036306,-2.539951,-3.284613,16.522116,6.393587,1.578843,0.948343,11.024635,14.413631,-4.846742,-9.541413,-1.933493,-3.98957,2.144691,-3.919791,-3.637361,-3.624429,-2.66698,2.097971,-12.053898,8.173321,11.971643,-9.305878,3.585816
915,4.754162,-6.189364,0.316065,1.050661,3.03722,-6.071953,1.96249,-4.775549,-1.766297,-4.325719,-11.339512,-7.57402,3.815945,6.091423,8.549975,6.930679,0.46374,-0.284501,-5.093175,2.815735,2.917193,1.300426,13.960961,-5.183633,4.085454,-2.848934,5.975142,-8.359712,3.710877,1.937849
916,-1.667763,-3.392249,-3.788016,11.258105,0.212204,-7.796295,3.685351,1.667402,10.099339,7.554349,6.694959,5.813179,-3.150984,-4.742206,8.842395,-1.416223,-3.521003,5.128266,5.816238,4.681519,-2.642719,12.069636,0.845393,0.528169,15.660227,2.51359,3.968172,-7.78972,8.676997,5.823826
917,-2.656443,4.919148,3.105548,-9.473288,0.467969,6.683255,5.165232,4.945416,-1.524386,4.511635,-3.898324,-3.665593,-2.338712,4.314225,-12.454571,2.122534,8.587394,2.628254,4.228004,-5.751127,0.634927,-1.187033,-7.534512,14.882499,1.065181,-3.007476,10.302479,2.250699,12.733067,-5.572595
918,-0.875202,-6.689647,2.676546,6.067602,-1.113294,-1.414749,1.968504,-11.548167,-19.237858,-11.753706,1.053441,-7.463646,7.210324,3.658457,-1.893589,1.424713,12.318561,8.659468,-5.117823,12.254672,7.581836,6.794925,3.462531,-6.626609,5.459832,7.720012,5.542096,-8.811785,7.836073,-3.177895
919,7.369687,3.626594,1.375831,11.449631,-0.228524,-5.701692,5.519204,4.584732,-4.191046,10.48901,4.682328,-3.391113,-8.928448,-5.786955,7.816065,-7.011706,-10.904545,5.804885,1.991771,-2.648195,-4.989526,9.750267,10.129218,-8.243941,7.038419,1.464056,16.180488,-0.619642,-1.161088,1.273195
920,8.611177,-2.138773,5.436055,14.630228,4.176032,-10.244791,8.447478,-8.616434,-7.13857,3.578401,-2.859618,-4.226828,0.790323,-5.5817,7.37575,11.929658,9.661522,11.160134,0.969763,3.902114,8.479819,8.875299,5.936747,7.910462,2.622144,2.478646,2.593287,-3.401504,-1.142487,-1.831435
921,-5.632396,-4.014135,12.488549,0.181451,17.382315,-9.927694,1.233812,-2.67788,-7.988327,-1.10265,-8.024252,-5.770283,3.086677,10.254204,13.628079,5.768631,5.188998,-0.597997,-2.710637,1.577439,3.558649,7.654386,3.218585,-3.751023,9.417637,3.636248,-1.239964,-2.660484,9.401805,2.355245
922,8.58368,0.172016,10.42957,13.91131,-2.888312,-4.092959,8.582271,10.295757,1.612797,0.697739,5.557587,5.24484,-2.969215,-3.314283,10.938285,-2.001859,-8.908885,1.851443,-0.282146,3.072815,-8.528093,6.614963,4.989309,-1.463706,0.436814,9.618501,6.657364,-5.679079,9.030699,3.762836
923,4.550009,-0.35002,-0.373369,8.429073,-8.390515,2.815644,0.815638,3.123327,2.441817,-2.5295,5.967714,3.448452,-9.761038,3.252331,7.689461,-2.242673,-11.540898,0.796623,3.328756,1.603886,-7.09164,10.835842,-4.920182,-3.766398,-0.121093,4.17703,4.659864,-7.686109,3.010103,3.935315
924,0.659414,-8.743282,-0.682965,-4.294654,5.158898,-3.571856,-2.691504,-8.771174,-2.276371,8.865551,5.390583,-1.492905,8.328205,9.848138,5.723554,-8.397152,-1.965645,-4.135984,-2.771224,9.548867,-5.498076,-11.128218,-8.787501,-3.6033,-9.195245,-7.671463,1.904448,6.04285,-15.007741,3.511934
925,2.407648,-1.577277,5.136666,12.09791,4.024654,-6.30353,2.803066,2.096103,-6.302664,-6.406725,-15.778925,-8.709965,6.835851,5.595456,3.967845,7.67129,10.915013,-1.164041,-5.581222,11.324265,9.781583,14.037177,8.841509,-7.27257,5.967967,10.414065,2.841861,-5.590991,4.167842,-7.190233
926,2.549618,-4.488168,0.500217,-0.444655,12.367024,-8.263188,6.986239,-7.863439,-3.508839,-11.482278,-8.466743,-2.686429,14.486328,9.052384,5.837697,5.192381,13.540914,-4.376432,-3.856258,7.810155,6.501898,0.107239,11.329465,-6.971023,2.889325,4.849121,8.68904,-6.688395,6.895827,-11.974513
927,-9.983683,-7.271154,2.465572,-7.513105,5.258048,-1.350225,10.976281,-0.023361,-6.845548,4.657308,5.391916,-5.724763,4.657305,-0.749975,0.902741,-5.032306,-7.174382,-9.130742,-2.326315,2.063057,-11.207678,0.587836,-6.14887,-11.219637,-4.376801,-2.892435,1.966468,3.371969,-12.0735,9.305894
928,9.986973,8.507186,7.296572,-5.389139,8.527854,4.986075,2.062014,11.730802,3.688473,3.426129,-4.573161,-2.275806,-9.224564,-5.410405,-5.638151,7.580885,8.82529,-3.622776,7.8661,-6.762233,-3.70853,-4.26122,4.699709,8.492082,9.669631,1.525535,9.814941,1.199247,3.467635,4.636816
929,10.848537,1.516328,5.644067,5.849702,-5.667714,-9.263011,3.28706,1.323774,1.953772,5.289554,5.453125,-1.421308,-9.96545,-2.550752,4.57364,-1.255035,2.793976,7.289806,-1.552824,6.057576,-1.791769,-0.43552,4.885721,-6.907014,1.242696,5.163308,6.8457,-4.821859,3.77226,3.71222
930,8.476561,6.146276,-0.968015,5.989905,-13.224486,-1.178628,9.037245,6.698857,12.655359,-3.151567,7.914347,4.156337,-7.08023,-7.962697,6.107305,-2.376293,-6.833611,5.38141,1.927988,6.239372,-10.258346,-5.17007,11.76178,-7.339817,-3.663351,10.006465,12.822698,-4.944705,8.784317,9.654932
931,8.470451,-2.857657,9.196211,16.555883,-5.030122,-4.445962,9.733336,8.441603,13.873446,9.833907,7.811708,9.65583,-0.177381,7.096009,9.930214,-5.012735,-12.83756,0.6608,4.67837,13.360717,-6.332718,6.680009,1.228,0.363173,1.933679,4.55445,0.128495,-3.078192,2.74781,8.229215
932,-2.927373,8.26048,7.702876,-8.035147,5.147348,7.727474,4.051484,9.422337,5.11858,1.811395,-7.996314,0.038192,-6.976103,-9.665753,-3.103496,2.564551,11.883893,-4.498333,3.296162,-2.913928,6.411639,-7.824672,-4.184352,-0.060793,0.853146,7.713632,8.473815,-4.96585,8.334023,-7.056666
933,2.231698,2.25015,4.788868,4.406635,-3.58602,-1.874339,8.209169,4.292063,4.099859,7.829792,-2.520468,9.791693,-2.4391,-7.126665,-3.030308,-14.72393,-8.937189,-2.44402,9.914824,6.383526,-3.92208,17.603397,12.067524,-10.324425,8.614536,11.443814,5.507045,-2.680401,4.749369,3.893833
934,10.890531,-0.267059,-3.647084,-5.781402,-3.546674,-3.557111,6.955689,7.282036,8.293329,3.743375,-1.557761,-6.388805,2.980112,-12.952393,-5.560315,7.134757,12.554067,-0.615631,3.291297,-0.408131,-10.897789,-7.502398,6.984904,2.971761,0.53305,9.819793,1.06317,-4.15967,9.357762,-10.294427
935,6.362302,1.09477,8.432286,-10.27872,-1.854385,4.300463,7.462135,7.661715,5.908379,3.478434,-2.966732,-4.466269,1.265936,1.137576,-8.301059,7.582431,7.126832,-3.993048,-3.533324,-6.939916,-10.120455,-4.892518,-0.420517,6.684715,1.501926,7.801753,1.251557,-4.951892,9.440655,-10.94383
936,7.724684,-0.153608,7.126013,7.664863,5.217178,-4.116409,14.962784,-7.229039,-12.404794,-9.42812,-1.132104,-7.622018,3.166839,7.486358,3.689008,11.865079,11.935391,3.752715,-8.34397,4.357155,3.901153,8.289937,8.534692,-6.94486,5.290845,7.056899,7.261135,-5.915284,2.272048,-11.923493
937,7.723865,-3.819568,8.06927,6.859612,-6.611281,-2.987931,7.394659,2.1802,2.456884,4.573639,14.009389,2.561804,-7.656997,-9.121477,4.85796,-8.914447,1.525939,5.089505,3.82392,9.180899,-3.497195,1.834712,7.855646,-12.079399,3.452598,7.794605,7.685945,-7.112823,1.785097,-3.651854
938,5.790534,-1.891503,3.460243,4.663133,5.702902,-2.847629,8.169646,-10.326867,-9.4759,-5.855135,-1.391429,-7.997539,2.854833,4.830654,-0.359441,1.070242,8.82166,5.129492,-8.225628,0.907538,4.923257,-3.870559,2.166395,-10.508233,8.808975,-0.755542,6.471656,-3.598102,0.913873,-11.867868
939,-8.800179,0.085109,4.172566,2.953642,4.963032,-2.071461,12.245114,-7.067436,3.926229,12.827087,8.605959,6.156244,0.851007,14.260564,14.639045,-7.75966,-9.058556,-0.694749,-0.717184,-0.82191,-9.580835,-5.349439,2.458834,-6.749059,-11.3163,4.228352,-0.560515,2.504808,-5.99926,7.137307
940,-8.318531,-7.70718,3.928494,-9.460073,6.166676,0.96514,6.884188,-5.022325,-4.766475,11.404693,4.820317,0.506048,2.779033,4.762066,8.9889,-1.729224,-4.56657,-2.521906,-9.572145,-1.547669,-8.992565,2.611767,-2.830573,-2.71083,-4.532846,-8.877512,9.97014,8.366302,-11.510178,2.824329
941,12.408055,1.003226,-0.143567,-4.119836,8.473429,0.015368,-0.593206,3.598318,4.391219,0.623706,4.951272,1.02281,-4.685365,-1.872303,-14.942148,3.942708,-3.018124,1.168388,-0.865333,-8.110729,-13.229429,-17.048182,5.023015,2.564932,4.166792,4.738982,5.813467,-9.298109,7.141188,-5.908791
942,-3.916511,0.618155,5.993089,-4.093944,-2.41973,-4.745952,2.560791,0.290136,-6.009054,5.839779,1.339517,2.521477,5.89331,5.201819,4.690956,-5.966653,1.107797,-7.92866,-2.983117,4.079212,-6.179869,-9.343625,-7.777902,-3.211041,-10.601825,-9.09044,8.715105,1.910266,-8.917777,7.031043
943,-8.245444,-12.01004,12.780851,-6.303346,7.705755,-9.739268,7.701618,-8.390968,7.343087,5.449722,1.478463,-12.422991,-0.448078,13.664267,-10.252401,-4.22651,-12.08184,2.899624,-2.078896,6.966043,-6.625286,-6.453558,2.904165,-0.166388,-16.383862,-3.191574,4.528711,2.566477,-2.558451,2.539643
944,-0.948745,3.032898,6.55969,8.578245,-1.829589,0.968543,7.291497,8.700473,4.063943,-2.157894,-1.310681,0.460662,-2.543286,-12.884941,2.070265,-3.016052,-8.63854,9.289647,6.189391,1.449079,-5.112932,2.677786,1.382,-3.629207,7.648145,3.278391,7.502237,-5.851618,2.104352,-2.201359
945,3.395693,2.177727,-1.871356,2.994283,4.406643,-0.493472,10.499758,11.547808,7.776058,2.917715,-0.46232,-6.826228,-1.484951,-6.836701,-7.747504,8.247406,10.273293,-7.970689,1.339492,-1.828284,-6.819881,-8.493449,2.883787,-2.127127,6.342841,6.602794,1.899283,-5.922287,9.295955,-8.211331
946,8.372099,-5.585232,5.34925,9.056047,5.53151,-7.553335,8.952304,-10.913767,-6.402654,-9.561425,-9.956547,-7.106467,-4.663399,4.181929,9.83073,5.714077,3.660447,10.069422,-7.421225,-0.990965,1.441574,6.524221,2.302884,-10.524967,1.790926,4.329766,-1.484523,-15.240061,8.237274,-0.542726
947,3.651877,9.408358,5.414474,7.56908,-1.363685,-3.415546,4.928976,10.377873,4.076165,6.41088,3.716759,8.52688,2.689393,-2.826794,12.666385,-7.183711,-5.87463,3.685284,3.708156,5.035396,-4.954747,11.402037,-0.874478,-0.451967,11.962518,-5.398561,-0.846973,-5.535368,5.608236,7.685513
948,-5.768173,-5.641417,5.169592,2.557503,5.667179,-5.760316,8.143021,-4.236276,-2.875675,12.17547,-1.173504,-4.056032,3.735427,4.778887,5.777908,-1.956987,-6.065836,-5.091202,-3.36192,3.252132,-13.900625,-5.392442,-5.114452,-6.808356,-7.36872,2.891875,1.908115,1.750001,-3.037315,4.145476
949,6.993668,-0.577157,2.440623,-1.580453,4.860733,6.781576,9.725322,3.762461,2.760897,9.652559,-9.653891,-11.505036,-6.893298,-3.719365,-7.25828,-0.350667,9.540155,-1.079889,1.847876,0.589476,-4.004335,-3.330191,6.883295,11.819469,6.807367,5.976524,9.334246,-1.830363,9.265788,-2.695849
950,3.505527,3.908091,8.492064,-5.129816,2.709682,6.146993,3.695226,6.80052,0.226693,6.191789,-6.056042,-6.939578,-4.966774,-9.053649,-10.802679,5.911122,3.17945,-5.272698,7.804423,-5.269182,-13.109997,1.263604,3.107453,8.026511,7.653794,6.344912,6.440087,-7.008287,7.151848,-0.463204
951,0.816143,-6.584237,10.090931,12.757352,5.793512,-1.661115,1.46636,-0.006815,-3.54197,-12.789016,-15.341266,-9.100452,0.489473,9.76606,5.785396,7.669887,4.060973,12.793631,0.040285,3.414318,6.799667,11.557535,3.308898,1.368851,-1.355893,9.119551,8.392847,-10.042686,16.337292,-1.006529
952,11.180659,4.897314,9.805449,-0.953568,0.520351,6.33461,7.182882,4.651392,5.302444,-0.695842,-2.291208,-6.589375,-10.49826,-6.797894,-5.451005,6.333008,-9.564695,-2.489323,0.163392,-5.829452,-13.338934,-1.233207,6.952781,3.832098,9.326592,6.975073,7.039093,-5.51488,2.855877,-2.990584
953,2.129855,2.259636,-1.23728,4.815493,-8.182438,-14.362789,2.798473,2.554297,8.34663,7.626582,16.327152,3.129773,-7.758475,-8.947214,9.888674,-5.158534,-0.023537,0.982069,8.009125,6.124955,2.822817,3.933183,5.190256,-3.408897,1.215129,8.464583,7.338035,-3.102231,6.551038,7.603707
954,-3.830735,-6.861625,0.627035,-7.137847,6.039235,-10.518747,0.514338,-2.696287,-3.21185,4.494941,-2.053974,-6.597133,-1.350946,6.728266,4.364748,4.368586,-4.65325,-2.424711,-11.410952,-0.717253,-4.78962,-7.261964,-10.448841,-8.479594,-3.736843,-10.566883,2.750924,1.935618,-7.551581,-3.565168
955,-3.886339,4.859932,7.256863,8.737207,-10.342125,1.812433,2.917089,9.043686,5.622284,7.962971,15.43738,-8.482218,-5.504523,1.281257,6.346426,-3.53159,-4.202973,0.590248,2.366775,-0.202197,-4.109874,0.260681,9.097023,0.332814,9.169097,8.840271,10.155092,-0.594221,4.381613,-7.391877
956,-11.833013,-9.261311,5.611424,-3.92352,8.883434,-5.915159,-0.305206,-3.07002,-9.486709,2.07545,5.545022,-1.331148,8.853368,-0.840327,-2.91794,-10.043622,-6.777452,-9.053542,3.138805,2.344819,-4.180802,-3.705175,-9.595926,-6.602221,-8.825747,-5.216898,2.51104,7.533847,-10.289424,7.385688
957,1.320206,9.929005,7.838076,8.527257,-4.953555,-5.071131,12.104487,10.907541,8.28782,7.324636,5.555174,8.676077,1.91735,0.111131,12.410297,-6.704411,-3.944723,8.186803,2.786223,7.047015,-5.937832,-1.580972,12.104842,-1.867056,4.714926,5.067757,2.140271,-4.245104,1.29927,2.243514
958,0.425784,-0.23127,8.581304,4.16444,-9.967054,-3.114222,6.281673,-1.946025,-2.853824,0.081803,5.501098,-1.539422,-2.068753,-5.655911,5.361838,-16.321132,-7.956553,2.681529,2.792408,-3.443095,-4.719752,6.710226,10.763188,-7.73509,5.478286,9.953298,7.768072,-3.284621,7.425963,10.367601
959,7.462422,-0.852782,9.320425,4.050625,10.182119,-6.128864,3.451875,-0.769217,-1.541104,-6.872616,-11.156553,-5.288515,14.387605,12.721339,-5.792669,2.176818,8.462774,8.099998,3.030739,8.253488,9.514226,5.077902,11.769987,-0.434018,3.307398,5.960078,6.772215,2.424728,7.467829,-9.396219
960,2.163117,8.868765,15.615239,2.059553,-6.511931,-1.957243,5.387596,-0.87955,2.907262,5.391685,3.682313,4.672233,-2.312794,-3.839934,5.564645,-3.215019,-4.68591,1.622542,1.329866,7.306202,-18.679839,6.497599,10.529137,-13.550611,4.694346,2.061413,0.415837,-5.576294,11.214571,15.39124
961,4.78937,-14.410408,-1.793774,13.299002,4.836065,3.113565,12.7137,-15.005375,-9.651772,-10.943795,-3.941061,-9.554431,2.327849,3.048729,5.974369,3.964947,9.851486,8.956482,-15.399721,3.421617,7.417586,1.924285,5.087702,-6.363775,-10.982437,1.501361,7.592107,-14.80988,0.956934,-0.731483
962,3.062296,3.232268,8.21525,-6.003719,12.446494,3.29623,1.855843,6.863961,5.303708,8.130926,2.439065,-3.609886,-4.833016,-8.357746,-8.863849,7.569426,4.472738,-1.661731,7.487561,-5.793682,-8.799765,-12.693887,4.605267,6.2724,1.890315,5.681752,3.528388,-3.139336,7.369067,-12.540869
963,4.40886,5.692006,-2.037772,0.596248,-8.750951,2.953506,8.182949,6.560921,9.242382,1.673413,4.573816,8.881459,-8.710559,-5.519498,-2.687072,-9.579614,-9.307617,6.049548,3.076517,1.447426,-8.079831,10.649195,6.636776,-3.906037,7.749689,2.902391,7.564787,-4.787874,4.017959,10.306387
964,7.748429,2.437879,8.95424,2.82013,4.094922,2.220486,2.572008,-6.050654,-5.849435,-3.577836,-8.311846,-10.571224,2.169817,4.965797,6.518633,2.719146,1.16287,12.428489,-7.304916,1.321904,4.553382,5.183443,-4.199605,-3.981499,3.114992,7.318602,-4.087669,-9.832676,4.462904,-5.499863
965,6.366747,3.244682,10.70756,3.02209,1.85874,-0.918135,7.133219,8.780612,4.090542,2.788248,4.627595,5.255012,-7.458994,-3.103023,-4.897376,-2.573464,-4.10581,7.797187,1.880552,10.642334,-3.703863,2.309721,4.218973,-4.787756,5.633337,7.030317,3.910747,1.353683,-1.332558,1.2673
966,9.951259,5.695982,1.097007,-6.982941,6.273631,1.143655,4.474184,5.152076,13.035263,3.352932,-7.793096,-1.778685,-1.948701,-2.190321,-7.941697,13.464453,3.424602,-5.891536,3.494573,-9.525317,-6.331648,-9.659591,12.317023,-3.173258,6.471174,4.451827,6.682892,-10.891408,3.624724,-7.289843
967,-5.694864,-4.33032,8.069141,-4.721749,12.76371,-0.230364,10.407898,-7.395194,-6.384681,10.097113,1.701018,-10.91337,6.188215,3.707596,4.015383,-6.877503,-7.471139,-1.677095,-3.91173,11.25687,-6.109612,-8.100849,-0.640452,0.889852,-4.677378,-5.238452,4.102724,10.2168,-5.717661,8.93496
968,7.970159,10.779187,13.507362,-0.739013,-1.346428,1.215947,9.968684,2.870552,0.962132,5.761951,-3.374656,1.992574,-3.022559,1.738836,0.91002,-7.170195,-6.156911,7.373648,3.108777,2.525708,-9.932009,6.576965,9.450909,-8.339029,3.842855,8.068942,13.123291,-8.188659,3.418095,0.617556
969,-3.078302,3.112068,4.26446,3.783596,-5.342299,-8.455576,5.969866,4.659117,8.809441,7.942933,4.20565,11.056287,-2.781316,-8.713122,-0.885462,-8.090819,-2.870391,11.400387,4.625538,4.187441,-5.694403,12.805066,3.158521,-10.243374,8.434336,7.195735,11.599124,1.859131,11.024064,-1.854555
970,-6.066525,1.186056,5.844505,-8.282613,10.831444,-3.858403,-3.988574,-4.514148,-5.847576,3.801284,-0.455267,-5.898698,3.614907,5.390204,1.414783,-4.029357,-5.329892,-7.963495,-5.324961,5.286188,0.535018,-3.3132,-4.87787,-5.314242,-11.078569,-1.814635,1.002191,8.507091,-5.62039,3.671901
971,3.589087,0.858562,5.738476,3.396058,-2.361638,-1.20865,4.330634,8.071718,7.108945,8.039822,-6.832076,9.763835,-3.255948,-8.541486,0.035823,-7.113149,-1.528943,5.473401,14.362906,6.536864,0.545192,6.295627,8.523969,5.459297,5.18015,8.320885,7.477193,-6.181288,6.793423,10.239991
972,1.282253,-4.164669,11.736501,3.698964,7.592264,-8.392202,0.380908,-7.013095,-10.394766,-2.401656,-0.188302,-3.965532,11.135096,3.224062,1.949055,6.045212,7.836327,7.08703,-0.981857,12.699607,3.48288,13.185941,2.704766,-5.526816,6.699725,6.534452,3.202413,-0.944993,5.481057,-0.675855
973,3.305419,4.317512,2.772895,-1.378128,-0.99655,-9.139378,7.699611,5.596825,3.957467,1.461171,13.270709,3.151711,-15.187745,-7.857491,8.124396,2.815563,-2.499815,11.227253,6.161687,-2.043057,5.042159,3.416121,3.113071,-0.869178,4.521374,13.678328,7.893189,-1.259258,3.644697,3.052645
974,5.438089,8.790491,7.770339,7.811651,-3.143186,-8.646539,7.128591,7.658738,5.776993,8.684987,8.889524,-1.895815,-7.858216,1.074843,8.010659,-1.142217,-11.470168,5.500501,3.552143,-1.382149,-1.680888,-2.160741,15.620114,-7.458564,4.028661,15.803857,3.897263,-2.597245,-0.218469,-3.418385
975,4.473642,-8.780786,3.136938,3.977682,9.978822,-1.742835,5.591437,-1.788318,-2.689384,-9.465593,-5.405019,-2.017641,12.023713,-0.501984,11.241227,4.052239,7.02112,6.897366,-9.199738,4.1965,7.269589,8.778427,4.322144,-5.447889,10.180216,9.33658,1.438568,-14.087841,6.929618,-6.813571
976,1.618625,2.658373,8.458676,10.202384,-1.162996,-4.686893,7.659025,7.946445,2.471193,10.87103,9.296744,0.892327,-2.3231,1.831892,5.244806,-9.928704,-5.775103,12.88011,7.047555,2.75766,-9.007465,10.877667,4.645594,-2.859643,12.317455,0.795704,4.477163,-5.677981,3.057793,0.847666
977,4.542907,-2.663554,3.178178,4.226908,9.165785,-1.520906,12.498874,-0.852398,-5.408384,-7.014731,-3.235248,1.235016,13.248301,4.217988,5.526238,9.294282,4.765286,2.597433,-0.293411,7.925722,5.314762,0.305838,10.360177,-7.899931,6.075922,3.938818,2.260615,-4.865101,1.279645,-2.276688
978,-8.461066,0.344349,13.67392,-7.374208,-3.683391,10.932458,6.393986,-6.680594,-8.465315,0.635834,-3.730234,-2.647705,8.183182,3.371963,6.188639,-5.206828,-0.857372,-4.232238,0.341421,14.240025,-5.738205,-6.278626,-14.525125,1.206535,-1.836978,-2.3695,8.802228,-2.440572,-3.783651,-3.021275
979,3.435536,-6.898685,4.495337,4.440557,5.79941,-2.080307,3.660647,-3.62191,-9.544539,2.084208,-3.02858,-0.865985,1.376096,5.823882,2.93147,4.95404,8.990486,1.884301,-4.309995,5.798269,4.60088,2.850831,4.485683,-2.131601,8.482272,6.094656,5.315542,-1.046345,-0.820376,-10.197925
980,-3.987633,1.450953,6.578177,-0.125691,8.012257,-0.056627,15.573861,7.454035,9.893034,9.461273,-4.040995,-13.062327,-11.959363,-4.100071,-16.103927,12.102655,5.488315,-5.474423,-2.809953,-6.723609,-2.991432,-5.592377,11.528309,5.653935,9.964865,8.913363,2.054923,-2.317122,14.64306,-11.715296
981,2.484807,3.807526,8.914934,8.073255,-4.230517,-7.853061,2.104093,3.352768,8.835786,0.435103,1.44349,10.141421,3.839804,7.390565,2.929438,-5.948141,-4.373572,4.096137,0.010202,6.130594,-8.526878,10.13293,6.721147,0.664698,3.405685,4.830764,-1.819658,-2.511751,7.839202,12.484769
982,1.784987,-3.128878,5.888294,1.654279,5.883479,-11.649433,6.916902,-4.166412,-1.999855,-0.586307,-8.848473,-5.459711,4.238586,7.908364,3.243804,-0.0836,-1.842733,2.288624,-9.54926,3.978484,9.164027,9.92474,-4.685084,-12.751523,4.932782,13.459797,4.183037,-10.572227,-0.494962,-1.685936
983,8.533043,-11.859216,1.873336,7.878306,7.72574,-1.692768,5.678035,-13.836278,-16.464676,-6.950748,-9.351996,4.023093,1.161343,-0.182096,2.674622,7.165903,20.532318,0.040872,-3.383107,9.578564,14.889521,7.066856,4.926276,-10.125735,2.70149,8.010627,6.645743,-3.977031,-3.191679,-4.560006
984,5.906567,11.678143,8.533389,-1.981012,-12.420996,5.641815,4.217992,-0.704565,5.676911,5.138555,0.456924,10.976719,-0.082756,0.014637,9.171662,-9.650516,-7.908025,4.811699,13.294367,-0.72548,-4.778184,3.650068,6.044449,-2.034162,7.257705,3.225598,2.785666,-12.984165,2.337211,10.113502
